date,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyViibility,HourlyWindSpeed
2019-03-25 11:50:00,29.68,27,28,93.0,2.49,8.0
2019-03-25 12:50:00,29.68,23,30,75.0,6.21,10.0
2019-03-25 13:50:00,29.68,21,30,69.0,6.21,11.0
2019-03-25 14:50:00,29.68,19,34,56.0,6.21,5.0
2019-03-25 15:50:00,29.68,21,30,69.0,6.21,5.0
2019-03-25 16:50:00,29.68,21,28,74.0,6.21,3.0
2019-03-25 17:50:00,29.71,19,25,80.0,6.21,3.0
2019-03-25 18:50:00,29.71,18,21,86.0,6.21,0.0
2019-03-25 19:50:00,29.74,16,18,93.0,6.21,1.0
2019-03-25 20:50:00,29.74,16,18,93.0,6.21,0.0
2019-03-25 21:50:00,29.80,18,23,80.0,1.24,5.0
2019-03-25 22:50:00,29.80,19,21,93.0,6.21,3.0
2019-03-25 23:50:00,29.80,14,16,93.0,6.21,3.0
2019-03-26 00:50:00,29.83,12,14,92.0,6.21,2.0
2019-03-26 01:50:00,29.83,14,16,93.0,6.21,2.0
2019-03-26 02:50:00,29.85,14,16,93.0,6.21,2.0
2019-03-26 03:50:00,29.85,18,19,93.0,0.4,1.0
2019-03-26 04:50:00,29.88,19,21,93.0,1.43,2.0
2019-03-26 05:50:00,29.88,19,21,93.0,0.75,3.0
2019-03-26 06:50:00,29.88,21,23,93.0,6.21,2.0
2019-03-26 07:50:00,29.88,21,27,80.0,6.21,3.0
2019-03-26 08:50:00,29.91,19,27,74.0,6.21,0.0
2019-03-26 09:50:00,29.91,21,30,69.0,6.21,0.0
2019-03-26 10:50:00,29.91,21,32,64.0,6.21,9.0
2019-03-26 11:50:00,29.88,19,32,60.0,6.21,9.0
2019-03-26 12:50:00,29.88,19,32,60.0,6.21,9.0
2019-03-26 13:50:00,29.88,18,34,51.0,6.21,8.0
2019-03-26 14:50:00,29.85,18,34,51.0,6.21,8.0
2019-03-26 15:50:00,29.85,16,34,48.0,6.21,6.0
2019-03-26 16:50:00,29.83,14,30,51.0,6.21,5.0
2019-03-26 17:50:00,29.80,14,27,59.0,6.21,2.0
2019-03-26 18:50:00,29.77,14,25,63.0,6.21,3.0
2019-03-26 19:50:00,29.74,12,25,59.0,6.21,3.0
2019-03-26 20:50:00,29.71,14,23,68.0,6.21,3.0
2019-03-26 21:50:00,29.65,14,23,68.0,6.21,0.0
2019-03-26 22:50:00,29.62,14,23,68.0,6.21,2.0
2019-03-26 23:50:00,29.59,10,27,50.0,6.21,5.0
2019-03-27 00:50:00,29.56,12,27,54.0,6.21,2.0
2019-03-27 01:50:00,29.53,19,28,69.0,6.21,6.0
2019-03-27 02:50:00,29.50,19,28,69.0,6.21,7.0
2019-03-27 03:50:00,29.47,23,28,80.0,2.24,8.0
2019-03-27 04:50:00,29.47,25,27,93.0,0.87,8.0
2019-03-27 05:50:00,29.47,25,27,93.0,1.86,9.0
2019-03-27 06:50:00,29.47,30,32,93.0,3.11,9.0
2019-03-27 07:50:00,29.53,32,36,87.0,6.21,13.0
2019-03-27 08:50:00,29.56,28,37,70.0,6.21,11.0
2019-03-27 09:50:00,29.59,32,34,93.0,6.21,10.0
2019-03-27 10:50:00,29.62,25,39,56.0,6.21,20.0
2019-03-27 11:50:00,29.68,25,37,60.0,6.21,22.0
2019-03-27 13:50:00,29.71,25,37,60.0,6.21,17.0
2019-03-27 14:50:00,29.71,23,39,52.0,6.21,18.0
2019-03-27 15:50:00,29.74,25,37,60.0,5.59,17.0
2019-03-27 16:50:00,29.77,25,37,60.0,6.21,10.0
2019-03-27 17:50:00,29.77,25,37,60.0,6.21,8.0
2019-03-27 18:50:00,29.74,25,37,60.0,6.21,9.0
2019-03-27 19:50:00,29.74,25,36,65.0,6.21,3.0
2019-03-27 20:50:00,29.74,25,37,60.0,6.21,2.0
2019-03-27 21:50:00,29.71,25,36,65.0,6.21,0.0
2019-03-27 22:50:00,29.65,25,37,60.0,6.21,8.0
2019-03-27 23:50:00,29.59,25,39,56.0,6.21,10.0
2019-03-28 00:50:00,29.56,27,39,61.0,6.21,13.0
2019-03-28 01:50:00,29.50,30,39,70.0,6.21,9.0
2019-03-28 02:50:00,29.47,32,37,81.0,6.21,11.0
2019-03-28 03:50:00,29.44,32,39,75.0,6.21,8.0
2019-03-28 04:50:00,29.41,34,37,87.0,6.21,10.0
2019-03-28 05:50:00,29.38,34,39,81.0,6.21,9.0
2019-03-28 06:50:00,29.35,34,39,81.0,6.21,14.0
2019-03-28 07:50:00,29.32,34,39,81.0,6.21,10.0
2019-03-28 08:50:00,29.32,34,39,81.0,6.21,10.0
2019-03-28 09:50:00,29.35,34,39,81.0,6.21,5.0
2019-03-28 10:50:00,29.38,32,37,81.0,6.21,14.0
2019-03-28 11:50:00,29.38,25,41,53.0,6.21,13.0
2019-03-28 12:50:00,29.38,27,41,57.0,6.21,8.0
2019-03-28 13:50:00,29.41,28,37,70.0,6.21,13.0
2019-03-28 14:50:00,29.38,27,37,65.0,6.21,10.0
2019-03-28 15:50:00,29.32,27,37,65.0,6.21,9.0
2019-03-28 16:50:00,29.26,28,37,70.0,6.21,11.0
2019-03-28 17:50:00,29.23,30,34,87.0,5.59,8.0
2019-03-28 18:50:00,29.18,30,34,87.0,4.97,2.0
2019-03-28 19:50:00,29.12,32,34,93.0,3.11,5.0
2019-03-28 20:50:00,29.09,32,32,100.0,1.86,5.0
2019-03-28 21:50:00,29.03,32,32,100.0,3.11,3.0
2019-03-28 22:50:00,29.06,32,32,100.0,2.49,3.0
2019-03-28 23:50:00,29.09,32,32,100.0,6.21,0.0
2019-03-29 00:50:00,29.09,30,34,87.0,3.11,15.0
2019-03-29 01:50:00,29.09,30,32,93.0,1.43,10.0
2019-03-29 02:50:00,29.09,30,32,93.0,0.28,17.0
2019-03-29 03:50:00,29.09,28,30,93.0,6.21,13.0
2019-03-29 04:50:00,29.12,27,28,93.0,0.5,24.0
2019-03-29 05:50:00,29.09,25,32,75.0,1.86,10.0
2019-03-29 06:50:00,29.06,27,30,86.0,6.21,3.0
2019-03-29 07:50:00,29.03,23,32,69.0,6.21,9.0
2019-03-29 08:50:00,29.03,23,32,69.0,6.21,8.0
2019-03-29 09:50:00,29.03,23,32,69.0,6.21,9.0
2019-03-29 10:50:00,29.03,23,34,65.0,6.21,10.0
2019-03-29 11:50:00,29.06,25,34,70.0,6.21,11.0
2019-03-29 12:50:00,29.09,25,34,70.0,6.21,13.0
2019-03-29 13:50:00,29.12,23,32,69.0,6.21,21.0
2019-03-29 14:50:00,29.15,21,34,60.0,6.21,14.0
2019-03-29 15:50:00,29.18,27,30,86.0,6.21,14.0
2019-03-29 16:50:00,29.18,27,30,86.0,2.49,18.0
2019-03-29 17:50:00,29.18,21,32,64.0,0.62,15.0
2019-03-29 18:50:00,29.18,19,34,56.0,6.21,15.0
2019-03-29 19:50:00,29.18,25,30,80.0,3.11,11.0
2019-03-29 20:50:00,29.18,25,30,80.0,3.11,13.0
2019-03-29 21:50:00,29.15,23,32,69.0,6.21,10.0
2019-03-29 22:50:00,29.15,25,30,80.0,6.21,10.0
2019-03-29 23:50:00,29.12,28,30,93.0,4.35,6.0
2019-03-30 00:50:00,29.12,27,30,86.0,6.21,6.0
2019-03-30 01:50:00,29.09,27,28,93.0,6.21,0.0
2019-03-30 02:50:00,29.12,27,30,86.0,6.21,6.0
2019-03-30 03:50:00,29.12,23,30,75.0,6.21,5.0
2019-03-30 04:50:00,29.09,25,30,80.0,6.21,8.0
2019-03-30 05:50:00,29.09,23,32,69.0,6.21,14.0
2019-03-30 06:50:00,29.09,27,28,93.0,0.37,15.0
2019-03-30 07:50:00,29.09,27,30,86.0,4.97,15.0
2019-03-30 08:50:00,29.12,25,30,80.0,6.21,16.0
2019-03-30 09:50:00,29.15,21,34,60.0,2.49,14.0
2019-03-30 10:50:00,29.18,27,30,86.0,0.5,8.0
2019-03-30 11:50:00,29.15,25,32,75.0,6.21,10.0
2019-03-30 12:50:00,29.15,25,32,75.0,2.49,15.0
2019-03-30 13:50:00,29.15,28,30,93.0,0.99,14.0
2019-03-30 14:50:00,29.15,28,30,93.0,1.24,15.0
2019-03-30 15:50:00,29.15,30,30,100.0,0.31,14.0
2019-03-30 16:50:00,29.18,30,30,100.0,0.62,13.0
2019-03-30 17:50:00,29.18,30,30,100.0,0.16,10.0
2019-03-30 18:50:00,29.21,28,30,93.0,1.12,10.0
2019-03-30 19:50:00,29.21,28,30,93.0,1.68,8.0
2019-03-30 20:50:00,29.23,28,28,100.0,1.06,13.0
2019-03-30 21:50:00,29.23,28,28,100.0,0.34,10.0
2019-03-30 22:50:00,29.23,28,28,100.0,0.22,6.0
2019-03-30 23:50:00,29.23,28,30,93.0,6.21,11.0
2019-03-31 00:50:00,29.23,28,30,93.0,6.21,10.0
2019-03-31 01:50:00,29.26,28,30,93.0,3.73,6.0
2019-03-31 02:50:00,29.29,28,30,93.0,1.62,8.0
2019-03-31 03:50:00,29.29,30,30,100.0,1.8,11.0
2019-03-31 04:50:00,29.32,28,30,93.0,0.81,14.0
2019-03-31 05:50:00,29.38,28,30,93.0,6.21,11.0
2019-03-31 06:50:00,29.41,28,30,93.0,6.21,15.0
2019-03-31 07:50:00,29.44,25,30,80.0,6.21,11.0
2019-03-31 08:50:00,29.47,23,30,75.0,6.21,8.0
2019-03-31 09:50:00,29.50,23,32,69.0,6.21,10.0
2019-03-31 10:50:00,29.53,23,32,69.0,6.21,10.0
2019-03-31 11:50:00,29.56,25,34,70.0,6.21,5.0
2019-03-31 12:50:00,29.56,23,34,65.0,6.21,9.0
2019-03-31 13:50:00,29.62,28,30,93.0,0.31,10.0
2019-03-31 14:50:00,29.65,28,30,93.0,1.55,21.0
2019-03-31 15:50:00,29.68,27,28,93.0,6.21,17.0
2019-03-31 16:50:00,29.71,25,28,86.0,0.62,14.0
2019-03-31 17:50:00,29.74,25,27,93.0,6.21,10.0
2019-03-31 18:50:00,29.77,21,27,80.0,6.21,7.0
2019-03-31 19:50:00,29.77,25,25,100.0,0.5,10.0
2019-03-31 20:50:00,29.77,19,25,80.0,6.21,9.0
2019-03-31 21:50:00,29.77,21,27,80.0,6.21,6.0
2019-03-31 22:50:00,29.74,21,27,80.0,6.21,9.0
2019-03-31 23:50:00,29.74,19,27,74.0,6.21,9.0
2019-04-01 00:50:00,29.71,18,28,64.0,6.21,8.0
2019-04-01 01:50:00,29.74,21,28,74.0,6.21,9.0
2019-04-01 02:50:00,29.71,23,28,80.0,6.21,11.0
2019-04-01 03:50:00,29.71,23,30,75.0,6.21,9.0
2019-04-01 04:50:00,29.71,21,30,69.0,6.21,7.0
2019-04-01 05:50:00,29.68,21,30,69.0,6.21,9.0
2019-04-01 06:50:00,29.68,21,32,64.0,6.21,10.0
2019-04-01 07:50:00,29.68,21,34,60.0,6.21,13.0
2019-04-01 08:50:00,29.68,23,36,60.0,6.21,10.0
2019-04-01 09:50:00,29.68,23,36,60.0,6.21,7.0
2019-04-01 10:50:00,29.68,23,36,60.0,6.21,10.0
2019-04-01 11:50:00,29.68,23,37,56.0,6.21,8.0
2019-04-01 12:50:00,29.68,21,37,52.0,6.21,7.0
2019-04-01 13:50:00,29.71,23,37,56.0,6.21,5.0
2019-04-01 14:50:00,29.71,23,37,56.0,6.21,9.0
2019-04-01 15:50:00,29.71,23,37,56.0,6.21,10.0
2019-04-01 16:50:00,29.71,23,36,60.0,6.21,10.0
2019-04-01 17:50:00,29.71,25,36,65.0,6.21,9.0
2019-04-01 18:50:00,29.71,28,34,81.0,6.21,10.0
2019-04-01 19:50:00,29.74,27,34,75.0,6.21,6.0
2019-04-01 20:50:00,29.74,28,34,81.0,6.21,6.0
2019-04-01 21:50:00,29.77,30,32,93.0,6.21,1.0
2019-04-01 22:50:00,29.77,30,32,93.0,3.73,0.0
2019-04-01 23:50:00,29.74,30,30,100.0,2.86,2.0
2019-04-02 00:50:00,29.74,30,30,100.0,2.73,2.0
2019-04-02 01:50:00,29.74,30,30,100.0,1.3,0.0
2019-04-02 02:50:00,29.74,30,30,100.0,1.24,2.0
2019-04-02 03:50:00,29.74,30,32,93.0,6.21,5.0
2019-04-02 04:50:00,29.74,30,32,93.0,6.21,6.0
2019-04-02 05:50:00,29.74,30,32,93.0,6.21,5.0
2019-04-02 06:50:00,29.74,30,32,93.0,6.21,6.0
2019-04-02 07:50:00,29.74,30,32,93.0,6.21,5.0
2019-04-02 08:50:00,29.74,32,34,93.0,6.21,3.0
2019-04-02 09:50:00,29.74,34,39,81.0,6.21,8.0
2019-04-02 10:50:00,29.74,34,39,81.0,6.21,3.0
2019-04-02 11:50:00,29.74,34,39,81.0,6.21,6.0
2019-04-02 12:50:00,29.74,32,41,70.0,6.21,6.0
2019-04-02 13:50:00,29.77,32,41,70.0,6.21,10.0
2019-04-02 14:50:00,29.77,32,39,75.0,6.21,9.0
2019-04-02 15:50:00,29.77,32,39,75.0,6.21,8.0
2019-04-02 16:50:00,29.77,32,37,81.0,6.21,9.0
2019-04-02 17:50:00,29.77,32,37,81.0,6.21,13.0
2019-04-02 18:50:00,29.80,32,37,81.0,6.21,8.0
2019-04-02 19:50:00,29.80,30,37,75.0,6.21,1.0
2019-04-02 20:50:00,29.80,30,37,75.0,6.21,9.0
2019-04-02 21:50:00,29.80,30,37,75.0,6.21,9.0
2019-04-02 22:50:00,29.83,30,37,75.0,6.21,13.0
2019-04-02 23:50:00,29.83,30,37,75.0,6.21,7.0
2019-04-03 00:50:00,29.83,28,37,70.0,6.21,3.0
2019-04-03 01:50:00,29.83,27,37,65.0,6.21,5.0
2019-04-03 02:50:00,29.83,27,37,65.0,6.21,8.0
2019-04-03 03:50:00,29.83,25,36,65.0,6.21,6.0
2019-04-03 04:50:00,29.83,25,34,70.0,6.21,6.0
2019-04-03 05:50:00,29.83,27,32,80.0,6.21,7.0
2019-04-03 06:50:00,29.83,27,34,75.0,6.21,5.0
2019-04-03 07:50:00,29.83,27,34,75.0,6.21,6.0
2019-04-03 08:50:00,29.83,25,37,60.0,6.21,3.0
2019-04-03 09:50:00,29.83,23,41,49.0,6.21,6.0
2019-04-03 10:50:00,29.80,21,43,42.0,6.21,6.0
2019-04-03 11:50:00,29.80,21,43,42.0,6.21,7.0
2019-04-03 12:50:00,29.80,21,43,42.0,6.21,7.0
2019-04-03 13:50:00,29.80,21,43,42.0,6.21,6.0
2019-04-03 14:50:00,29.77,21,41,45.0,6.21,5.0
2019-04-03 15:50:00,29.77,27,37,65.0,6.21,9.0
2019-04-03 16:50:00,29.80,27,37,65.0,6.21,6.0
2019-04-03 17:50:00,29.80,32,34,93.0,5.59,6.0
2019-04-03 18:50:00,29.80,32,34,93.0,2.17,0.0
2019-04-03 19:50:00,29.80,32,32,100.0,1.55,3.0
2019-04-03 20:50:00,29.80,30,32,93.0,1.86,10.0
2019-04-03 21:50:00,29.83,30,32,93.0,4.35,10.0
2019-04-03 22:50:00,29.83,30,30,100.0,2.17,9.0
2019-04-03 23:50:00,29.85,27,32,80.0,6.21,8.0
2019-04-04 00:50:00,29.85,27,30,86.0,5.59,9.0
2019-04-04 01:50:00,29.88,27,30,86.0,3.73,5.0
2019-04-04 02:50:00,29.88,25,30,80.0,6.21,3.0
2019-04-04 03:50:00,29.88,27,28,93.0,6.21,1.0
2019-04-04 04:50:00,29.91,25,28,86.0,6.21,3.0
2019-04-04 05:50:00,29.94,25,28,86.0,6.21,2.0
2019-04-04 06:50:00,29.94,23,30,75.0,6.21,0.0
2019-04-04 07:50:00,29.97,25,30,80.0,6.21,3.0
2019-04-04 08:50:00,30.00,23,32,69.0,6.21,3.0
2019-04-04 09:50:00,30.03,21,32,64.0,6.21,3.0
2019-04-04 10:50:00,30.03,21,39,48.0,6.21,0.0
2019-04-04 11:50:00,30.06,19,36,52.0,6.21,2.0
2019-04-04 12:50:00,30.09,19,36,52.0,6.21,5.0
2019-04-04 13:50:00,30.09,18,41,39.0,6.21,1.0
2019-04-04 14:50:00,30.12,16,39,39.0,6.21,2.0
2019-04-04 15:50:00,30.12,16,36,44.0,6.21,8.0
2019-04-04 16:50:00,30.15,16,34,48.0,6.21,6.0
2019-04-04 17:50:00,30.18,18,34,51.0,6.21,5.0
2019-04-04 18:50:00,30.18,18,30,59.0,6.15,3.0
2019-04-04 19:50:00,30.21,16,23,74.0,6.15,3.0
2019-04-04 20:50:00,30.24,14,21,74.0,6.15,3.0
2019-04-04 21:50:00,30.27,12,18,79.0,6.15,2.0
2019-04-04 22:50:00,30.30,10,14,85.0,6.21,2.0
2019-04-04 23:50:00,30.30,10,12,92.0,6.21,2.0
2019-04-05 00:50:00,30.30,9,12,85.0,6.21,2.0
2019-04-05 01:50:00,30.33,5,9,85.0,6.21,1.0
2019-04-05 02:50:00,30.33,5,9,85.0,6.21,0.0
2019-04-05 03:50:00,30.33,3,7,85.0,6.21,0.0
2019-04-05 04:50:00,30.33,3,5,92.0,6.15,1.0
2019-04-05 05:50:00,30.33,5,9,85.0,6.15,1.0
2019-04-05 06:50:00,30.33,10,16,79.0,6.15,0.0
2019-04-05 07:50:00,30.33,12,23,63.0,6.15,0.0
2019-04-05 08:50:00,30.33,12,28,51.0,6.15,2.0
2019-04-05 09:50:00,30.33,12,34,41.0,6.15,0.0
2019-04-05 10:50:00,30.33,14,36,41.0,6.15,5.0
2019-04-05 11:50:00,30.30,12,36,38.0,6.15,3.0
2019-04-05 12:50:00,30.30,14,37,38.0,6.15,3.0
2019-04-05 13:50:00,30.27,12,39,33.0,6.15,3.0
2019-04-05 14:50:00,30.27,12,39,33.0,6.15,7.0
2019-04-05 15:50:00,30.24,12,39,33.0,6.15,7.0
2019-04-05 16:50:00,30.24,12,37,35.0,6.15,6.0
2019-04-05 17:50:00,30.21,12,36,38.0,6.15,6.0
2019-04-05 18:50:00,30.21,12,30,47.0,6.15,2.0
2019-04-05 19:50:00,30.21,12,25,59.0,6.15,3.0
2019-04-05 20:50:00,30.21,12,19,73.0,6.15,0.0
2019-04-05 21:50:00,30.18,12,18,79.0,6.15,2.0
2019-04-05 22:50:00,30.18,12,16,86.0,6.21,3.0
2019-04-05 23:50:00,30.18,10,14,85.0,6.21,0.0
2019-04-06 00:50:00,30.18,7,10,85.0,6.21,2.0
2019-04-06 01:50:00,30.18,7,12,79.0,6.21,2.0
2019-04-06 02:50:00,30.18,5,9,85.0,6.21,0.0
2019-04-06 03:50:00,30.18,5,9,85.0,6.21,1.0
2019-04-06 04:50:00,30.15,5,9,85.0,6.21,1.0
2019-04-06 05:50:00,30.18,7,12,79.0,6.15,2.0
2019-04-06 06:50:00,30.15,10,19,68.0,6.15,0.0
2019-04-06 07:50:00,30.15,9,25,50.0,6.15,0.0
2019-04-06 08:50:00,30.18,12,28,51.0,6.15,1.0
2019-04-06 09:50:00,30.18,12,30,47.0,6.15,2.0
2019-04-06 10:50:00,30.15,12,34,41.0,6.15,3.0
2019-04-06 11:50:00,30.15,12,41,31.0,6.15,2.0
2019-04-06 12:50:00,30.12,14,39,36.0,6.15,7.0
2019-04-06 13:50:00,30.12,14,41,33.0,6.15,7.0
2019-04-06 14:50:00,30.12,14,39,36.0,6.21,6.0
2019-04-06 15:50:00,30.09,19,37,48.0,6.21,6.0
2019-04-06 16:50:00,30.09,18,37,45.0,6.21,3.0
2019-04-06 17:50:00,30.09,18,37,45.0,6.21,3.0
2019-04-06 18:50:00,30.09,23,36,60.0,6.21,3.0
2019-04-06 19:50:00,30.12,28,32,87.0,6.21,3.0
2019-04-06 20:50:00,30.12,30,32,93.0,2.73,10.0
2019-04-06 21:50:00,30.12,27,30,86.0,6.21,10.0
2019-04-06 22:50:00,30.15,27,30,86.0,6.21,9.0
2019-04-06 23:50:00,30.15,27,30,86.0,6.21,7.0
2019-04-07 00:50:00,30.15,25,30,80.0,6.21,6.0
2019-04-07 01:50:00,30.15,21,28,74.0,6.21,7.0
2019-04-07 02:50:00,30.15,23,28,80.0,6.21,3.0
2019-04-07 03:50:00,30.18,23,28,80.0,6.21,3.0
2019-04-07 04:50:00,30.18,23,28,80.0,6.21,3.0
2019-04-07 05:50:00,30.18,23,28,80.0,6.21,9.0
2019-04-07 06:50:00,30.21,25,27,93.0,6.21,6.0
2019-04-07 07:50:00,30.21,23,32,69.0,6.21,5.0
2019-04-07 08:50:00,30.21,21,32,64.0,6.21,9.0
2019-04-07 09:50:00,30.24,21,36,56.0,6.21,5.0
2019-04-07 10:50:00,30.24,18,34,51.0,6.21,6.0
2019-04-07 11:50:00,30.24,19,34,56.0,6.21,8.0
2019-04-07 12:50:00,30.24,25,30,80.0,6.21,11.0
2019-04-07 13:50:00,30.24,27,32,80.0,6.21,11.0
2019-04-07 14:50:00,30.27,25,34,70.0,6.21,11.0
2019-04-07 15:50:00,30.27,27,30,86.0,6.21,1.0
2019-04-07 16:50:00,30.27,23,32,69.0,6.21,5.0
2019-04-07 17:50:00,30.30,21,32,64.0,6.21,3.0
2019-04-07 18:50:00,30.30,21,32,64.0,6.21,0.0
2019-04-07 19:50:00,30.30,21,30,69.0,6.21,7.0
2019-04-07 20:50:00,30.30,18,27,69.0,6.21,6.0
2019-04-07 21:50:00,30.33,18,27,69.0,6.21,3.0
2019-04-07 22:50:00,30.33,18,23,80.0,6.21,5.0
2019-04-07 23:50:00,30.33,14,18,86.0,6.21,8.0
2019-04-08 00:50:00,30.33,12,16,86.0,6.21,0.0
2019-04-08 01:50:00,30.33,10,14,85.0,6.21,6.0
2019-04-08 02:50:00,30.33,12,18,79.0,6.21,1.0
2019-04-08 03:50:00,30.33,14,19,79.0,6.21,3.0
2019-04-08 04:50:00,30.30,14,18,86.0,6.21,2.0
2019-04-08 05:50:00,30.30,14,19,79.0,6.21,1.0
2019-04-08 06:50:00,30.33,14,23,68.0,6.21,2.0
2019-04-08 07:50:00,30.33,16,25,69.0,6.21,0.0
2019-04-08 08:50:00,30.33,16,28,59.0,6.21,1.0
2019-04-08 09:50:00,30.33,16,30,55.0,6.21,1.0
2019-04-08 10:50:00,30.33,16,36,44.0,6.21,0.0
2019-04-08 11:50:00,30.33,16,37,41.0,6.21,2.0
2019-04-08 12:50:00,30.33,16,36,44.0,6.21,3.0
2019-04-08 13:50:00,30.33,16,39,39.0,6.21,2.0
2019-04-08 14:50:00,30.33,16,34,48.0,6.21,3.0
2019-04-08 15:50:00,30.33,21,34,60.0,6.21,11.0
2019-04-08 16:50:00,30.33,21,34,60.0,6.21,7.0
2019-04-08 17:50:00,30.36,19,30,64.0,6.21,3.0
2019-04-08 18:50:00,30.36,21,28,74.0,6.21,7.0
2019-04-08 19:50:00,30.36,21,28,74.0,6.21,5.0
2019-04-08 20:50:00,30.36,18,25,74.0,6.21,7.0
2019-04-08 21:50:00,30.39,18,25,74.0,6.21,0.0
2019-04-08 22:50:00,30.39,16,23,74.0,6.21,1.0
2019-04-08 23:50:00,30.39,16,21,80.0,6.21,3.0
2019-04-09 00:50:00,30.39,16,21,80.0,6.21,0.0
2019-04-09 01:50:00,30.42,16,21,80.0,6.21,0.0
2019-04-09 02:50:00,30.42,16,21,80.0,6.21,0.0
2019-04-09 03:50:00,30.42,16,19,86.0,6.21,2.0
2019-04-09 04:50:00,30.45,16,21,80.0,6.21,2.0
2019-04-09 05:50:00,30.45,16,21,80.0,6.21,2.0
2019-04-09 06:50:00,30.45,14,19,79.0,6.21,3.0
2019-04-09 07:50:00,30.47,16,25,69.0,6.21,3.0
2019-04-09 08:50:00,30.47,14,28,55.0,6.21,1.0
2019-04-09 09:50:00,30.47,7,30,37.0,6.21,10.0
2019-04-09 10:50:00,30.47,5,32,32.0,6.21,8.0
2019-04-09 11:50:00,30.47,7,32,34.0,6.21,10.0
2019-04-09 12:50:00,30.50,7,32,34.0,6.21,8.0
2019-04-09 13:50:00,30.50,9,32,37.0,6.21,8.0
2019-04-09 14:50:00,30.50,7,32,34.0,6.21,7.0
2019-04-09 15:50:00,30.50,7,32,34.0,6.21,6.0
2019-04-09 16:50:00,30.50,7,30,37.0,6.15,6.0
2019-04-09 17:50:00,30.50,7,30,37.0,6.21,3.0
2019-04-09 18:50:00,30.50,7,27,43.0,6.21,5.0
2019-04-09 19:50:00,30.50,9,21,58.0,6.21,2.0
2019-04-09 20:50:00,30.50,5,16,62.0,6.15,0.0
2019-04-09 21:50:00,30.50,3,12,67.0,6.15,0.0
2019-04-09 22:50:00,30.53,1,10,67.0,6.21,2.0
2019-04-09 23:50:00,30.53,1,7,78.0,6.21,2.0
2019-04-10 00:50:00,30.53,0,5,78.0,6.21,0.0
2019-04-10 01:50:00,30.53,0,3,85.0,6.21,1.0
2019-04-10 02:50:00,30.53,-2,1,85.0,6.21,0.0
2019-04-10 03:50:00,30.53,-4,0,84.0,6.21,3.0
2019-04-10 04:50:00,30.53,-4,0,84.0,6.15,2.0
2019-04-10 05:50:00,30.53,0,7,72.0,6.15,1.0
2019-04-10 06:50:00,30.53,1,12,62.0,6.15,0.0
2019-04-10 07:50:00,30.53,5,18,58.0,6.21,1.0
2019-04-10 08:50:00,30.53,5,27,39.0,6.21,0.0
2019-04-10 09:50:00,30.50,5,25,42.0,6.21,3.0
2019-04-10 10:50:00,30.50,7,34,32.0,6.21,2.0
2019-04-10 11:50:00,30.47,7,34,32.0,6.21,2.0
2019-04-10 12:50:00,30.47,9,34,35.0,6.21,3.0
2019-04-10 13:50:00,30.47,9,34,35.0,6.21,3.0
2019-04-10 14:50:00,30.47,14,32,47.0,6.21,7.0
2019-04-10 15:50:00,30.47,14,32,47.0,6.21,9.0
2019-04-10 16:50:00,30.47,14,30,51.0,6.21,7.0
2019-04-10 17:50:00,30.45,14,27,59.0,6.21,6.0
2019-04-10 18:50:00,30.45,12,27,54.0,6.21,7.0
2019-04-10 19:50:00,30.45,10,21,63.0,6.21,1.0
2019-04-10 20:50:00,30.45,9,18,68.0,6.21,2.0
2019-04-10 21:50:00,30.45,7,16,67.0,6.21,2.0
2019-04-10 22:50:00,30.45,7,14,73.0,6.21,1.0
2019-04-10 23:50:00,30.45,7,12,79.0,6.21,2.0
2019-04-11 00:50:00,30.45,3,9,78.0,6.21,3.0
2019-04-11 01:50:00,30.45,3,7,85.0,6.21,2.0
2019-04-11 02:50:00,30.45,1,5,85.0,6.21,1.0
2019-04-11 03:50:00,30.42,1,5,85.0,6.21,1.0
2019-04-11 04:50:00,30.42,7,10,85.0,6.21,0.0
2019-04-11 05:50:00,30.42,9,14,79.0,6.21,2.0
2019-04-11 06:50:00,30.42,9,18,68.0,6.21,0.0
2019-04-11 07:50:00,30.42,10,19,68.0,6.21,2.0
2019-04-11 08:50:00,30.39,10,23,58.0,6.21,5.0
2019-04-11 09:50:00,30.39,12,23,63.0,6.21,2.0
2019-04-11 10:50:00,30.39,14,27,59.0,6.21,2.0
2019-04-11 11:50:00,30.39,16,30,55.0,6.21,2.0
2019-04-11 12:50:00,30.39,21,32,64.0,6.21,5.0
2019-04-11 13:50:00,30.39,23,34,65.0,6.21,8.0
2019-04-11 14:50:00,30.39,23,34,65.0,6.21,8.0
2019-04-11 15:50:00,30.36,25,34,70.0,6.21,8.0
2019-04-11 16:50:00,30.36,25,34,70.0,6.21,9.0
2019-04-11 17:50:00,30.36,25,34,70.0,6.21,9.0
2019-04-11 18:50:00,30.36,25,32,75.0,6.21,10.0
2019-04-11 19:50:00,30.36,27,34,75.0,6.21,8.0
2019-04-11 20:50:00,30.36,27,34,75.0,6.21,8.0
2019-04-11 21:50:00,30.36,27,34,75.0,6.21,7.0
2019-04-11 22:50:00,30.36,28,34,81.0,6.21,5.0
2019-04-11 23:50:00,30.36,28,34,81.0,4.97,5.0
2019-04-12 00:50:00,30.36,28,34,81.0,6.21,6.0
